category,scanner,is_assigned,n_total_fit,n_kept,retain_fraction_actual,fold,confounding_seed,strength
SCC,nz210,True,206,127,0.616504854368932,1,2004,mild
SCC,p1000,True,206,120,0.5825242718446602,1,2004,mild
Subcutis,cs2,True,72,42,0.5833333333333334,1,2004,mild
Subcutis,gt450,False,72,34,0.4722222222222222,1,2004,mild
Subcutis,nz20,False,72,30,0.4166666666666667,1,2004,mild
Subcutis,nz210,False,72,22,0.3055555555555556,1,2004,mild
Subcutis,p1000,True,72,44,0.6111111111111112,1,2004,mild
Bone,cs2,False,34,8,0.23529411764705882,1,2004,moderate
Bone,gt450,False,34,6,0.17647058823529413,1,2004,moderate
Bone,nz20,True,34,25,0.7352941176470589,1,2004,moderate
Bone,nz210,True,34,29,0.8529411764705882,1,2004,moderate
Bone,p1000,False,34,6,0.17647058823529413,1,2004,moderate
Cartilage,cs2,False,2,1,0.5,1,2004,moderate
Cartilage,gt450,False,2,0,0.0,1,2004,moderate
Cartilage,nz20,True,2,1,0.5,1,2004,moderate
Cartilage,nz210,False,2,0,0.0,1,2004,moderate
Cartilage,p1000,True,2,2,1.0,1,2004,moderate
Dermis,cs2,False,75,13,0.17333333333333334,1,2004,moderate
Dermis,gt450,True,75,60,0.8,1,2004,moderate
Dermis,nz20,False,75,19,0.25333333333333335,1,2004,moderate
Dermis,nz210,True,75,60,0.8,1,2004,moderate
Dermis,p1000,False,75,12,0.16,1,2004,moderate
Epidermis,cs2,False,168,32,0.19047619047619047,1,2004,moderate
Epidermis,gt450,True,168,124,0.7380952380952381,1,2004,moderate
Epidermis,nz20,True,168,144,0.8571428571428571,1,2004,moderate
Epidermis,nz210,False,168,35,0.20833333333333334,1,2004,moderate
Epidermis,p1000,False,168,33,0.19642857142857142,1,2004,moderate
Inflamm/Necrosis,cs2,False,59,13,0.22033898305084745,1,2004,moderate
Inflamm/Necrosis,gt450,False,59,11,0.1864406779661017,1,2004,moderate
Inflamm/Necrosis,nz20,True,59,45,0.7627118644067796,1,2004,moderate
Inflamm/Necrosis,nz210,False,59,11,0.1864406779661017,1,2004,moderate
Inflamm/Necrosis,p1000,True,59,49,0.8305084745762712,1,2004,moderate
SCC,cs2,True,206,164,0.7961165048543689,1,2004,moderate
SCC,gt450,False,206,46,0.22330097087378642,1,2004,moderate
SCC,nz20,False,206,35,0.16990291262135923,1,2004,moderate
SCC,nz210,True,206,165,0.8009708737864077,1,2004,moderate
SCC,p1000,False,206,42,0.20388349514563106,1,2004,moderate
Subcutis,cs2,True,72,54,0.75,1,2004,moderate
Subcutis,gt450,False,72,14,0.19444444444444445,1,2004,moderate
Subcutis,nz20,False,72,14,0.19444444444444445,1,2004,moderate
Subcutis,nz210,False,72,15,0.20833333333333334,1,2004,moderate
Subcutis,p1000,True,72,61,0.8472222222222222,1,2004,moderate
Bone,cs2,False,34,0,0.0,1,2004,severe
Bone,gt450,False,34,4,0.11764705882352941,1,2004,severe
Bone,nz20,True,34,32,0.9411764705882353,1,2004,severe
Bone,nz210,True,34,32,0.9411764705882353,1,2004,severe
Bone,p1000,False,34,1,0.029411764705882353,1,2004,severe
Cartilage,cs2,True,2,1,0.5,1,2004,severe
Cartilage,gt450,False,2,1,0.5,1,2004,severe
Cartilage,nz20,True,2,2,1.0,1,2004,severe
Cartilage,nz210,False,2,0,0.0,1,2004,severe
Cartilage,p1000,False,2,0,0.0,1,2004,severe
Dermis,cs2,False,75,2,0.02666666666666667,1,2004,severe
Dermis,gt450,True,75,71,0.9466666666666667,1,2004,severe
Dermis,nz20,True,75,71,0.9466666666666667,1,2004,severe
Dermis,nz210,False,75,6,0.08,1,2004,severe
Dermis,p1000,False,75,3,0.04,1,2004,severe
Epidermis,cs2,True,168,157,0.9345238095238095,1,2004,severe
Epidermis,gt450,False,168,7,0.041666666666666664,1,2004,severe
Epidermis,nz20,False,168,9,0.05357142857142857,1,2004,severe
Epidermis,nz210,False,168,9,0.05357142857142857,1,2004,severe
Epidermis,p1000,True,168,162,0.9642857142857143,1,2004,severe
Inflamm/Necrosis,cs2,False,59,5,0.0847457627118644,1,2004,severe
Inflamm/Necrosis,gt450,True,59,54,0.9152542372881356,1,2004,severe
Inflamm/Necrosis,nz20,False,59,2,0.03389830508474576,1,2004,severe
Inflamm/Necrosis,nz210,False,59,1,0.01694915254237288,1,2004,severe
Inflamm/Necrosis,p1000,True,59,58,0.9830508474576272,1,2004,severe
SCC,cs2,True,206,194,0.941747572815534,1,2004,severe
SCC,gt450,True,206,197,0.9563106796116505,1,2004,severe
SCC,nz20,False,206,15,0.07281553398058252,1,2004,severe
SCC,nz210,False,206,6,0.02912621359223301,1,2004,severe
SCC,p1000,False,206,9,0.043689320388349516,1,2004,severe
Subcutis,cs2,False,72,3,0.041666666666666664,1,2004,severe
Subcutis,gt450,True,72,69,0.9583333333333334,1,2004,severe
Subcutis,nz20,True,72,67,0.9305555555555556,1,2004,severe
Subcutis,nz210,False,72,3,0.041666666666666664,1,2004,severe
Subcutis,p1000,False,72,4,0.05555555555555555,1,2004,severe
Bone,cs2,False,34,13,0.38235294117647056,1,2005,mild
Bone,gt450,True,34,19,0.5588235294117647,1,2005,mild
Bone,nz20,False,34,12,0.35294117647058826,1,2005,mild
Bone,nz210,True,34,21,0.6176470588235294,1,2005,mild
Bone,p1000,False,34,15,0.4411764705882353,1,2005,mild
Cartilage,cs2,True,2,2,1.0,1,2005,mild
Cartilage,gt450,False,2,0,0.0,1,2005,mild
Cartilage,nz20,False,2,1,0.5,1,2005,mild
Cartilage,nz210,True,2,0,0.0,1,2005,mild
Cartilage,p1000,False,2,1,0.5,1,2005,mild
Dermis,cs2,False,75,25,0.3333333333333333,1,2005,mild
Dermis,gt450,False,75,29,0.38666666666666666,1,2005,mild
Dermis,nz20,False,75,36,0.48,1,2005,mild
Dermis,nz210,True,75,46,0.6133333333333333,1,2005,mild
Dermis,p1000,True,75,44,0.5866666666666667,1,2005,mild
Epidermis,cs2,False,168,71,0.4226190476190476,1,2005,mild
Epidermis,gt450,True,168,101,0.6011904761904762,1,2005,mild
Epidermis,nz20,False,168,64,0.38095238095238093,1,2005,mild
Epidermis,nz210,True,168,100,0.5952380952380952,1,2005,mild
Epidermis,p1000,False,168,66,0.39285714285714285,1,2005,mild
Inflamm/Necrosis,cs2,True,59,34,0.576271186440678,1,2005,mild
Inflamm/Necrosis,gt450,False,59,18,0.3050847457627119,1,2005,mild
Inflamm/Necrosis,nz20,False,59,23,0.3898305084745763,1,2005,mild
Inflamm/Necrosis,nz210,False,59,29,0.4915254237288136,1,2005,mild
Inflamm/Necrosis,p1000,True,59,36,0.6101694915254238,1,2005,mild
SCC,cs2,False,206,88,0.42718446601941745,1,2005,mild
SCC,gt450,True,206,114,0.5533980582524272,1,2005,mild
SCC,nz20,True,206,133,0.6456310679611651,1,2005,mild
SCC,nz210,False,206,79,0.38349514563106796,1,2005,mild
SCC,p1000,False,206,80,0.3883495145631068,1,2005,mild
Subcutis,cs2,False,72,24,0.3333333333333333,1,2005,mild
Subcutis,gt450,False,72,31,0.4305555555555556,1,2005,mild
Subcutis,nz20,False,72,31,0.4305555555555556,1,2005,mild
Subcutis,nz210,True,72,42,0.5833333333333334,1,2005,mild
Subcutis,p1000,True,72,44,0.6111111111111112,1,2005,mild
Bone,cs2,False,34,5,0.14705882352941177,1,2005,moderate
Bone,gt450,True,34,25,0.7352941176470589,1,2005,moderate
Bone,nz20,False,34,9,0.2647058823529412,1,2005,moderate
Bone,nz210,True,34,29,0.8529411764705882,1,2005,moderate
Bone,p1000,False,34,6,0.17647058823529413,1,2005,moderate
Cartilage,cs2,True,2,1,0.5,1,2005,moderate
Cartilage,gt450,False,2,0,0.0,1,2005,moderate
Cartilage,nz20,False,2,1,0.5,1,2005,moderate
Cartilage,nz210,False,2,0,0.0,1,2005,moderate
Cartilage,p1000,True,2,2,1.0,1,2005,moderate
Dermis,cs2,True,75,57,0.76,1,2005,moderate
Dermis,gt450,False,75,18,0.24,1,2005,moderate
Dermis,nz20,False,75,15,0.2,1,2005,moderate
Dermis,nz210,True,75,63,0.84,1,2005,moderate
Dermis,p1000,False,75,11,0.14666666666666667,1,2005,moderate
Epidermis,cs2,False,168,35,0.20833333333333334,1,2005,moderate
Epidermis,gt450,True,168,137,0.8154761904761905,1,2005,moderate
Epidermis,nz20,True,168,131,0.7797619047619048,1,2005,moderate
Epidermis,nz210,False,168,34,0.20238095238095238,1,2005,moderate
Epidermis,p1000,False,168,31,0.18452380952380953,1,2005,moderate
Inflamm/Necrosis,cs2,False,59,13,0.22033898305084745,1,2005,moderate
Inflamm/Necrosis,gt450,True,59,47,0.7966101694915254,1,2005,moderate
Inflamm/Necrosis,nz20,False,59,12,0.2033898305084746,1,2005,moderate
Inflamm/Necrosis,nz210,False,59,10,0.1694915254237288,1,2005,moderate
Inflamm/Necrosis,p1000,True,59,47,0.7966101694915254,1,2005,moderate
SCC,cs2,False,206,41,0.19902912621359223,1,2005,moderate
SCC,gt450,False,206,44,0.21359223300970873,1,2005,moderate
SCC,nz20,True,206,158,0.7669902912621359,1,2005,moderate
SCC,nz210,True,206,171,0.8300970873786407,1,2005,moderate
SCC,p1000,False,206,38,0.18446601941747573,1,2005,moderate
Subcutis,cs2,False,72,15,0.20833333333333334,1,2005,moderate
Subcutis,gt450,False,72,15,0.20833333333333334,1,2005,moderate
Subcutis,nz20,False,72,13,0.18055555555555555,1,2005,moderate
Subcutis,nz210,True,72,57,0.7916666666666666,1,2005,moderate
Subcutis,p1000,True,72,58,0.8055555555555556,1,2005,moderate
Bone,cs2,False,34,2,0.058823529411764705,1,2005,severe
Bone,gt450,True,34,33,0.9705882352941176,1,2005,severe
Bone,nz20,False,34,0,0.0,1,2005,severe
Bone,nz210,True,34,31,0.9117647058823529,1,2005,severe
Bone,p1000,False,34,3,0.08823529411764706,1,2005,severe
Cartilage,cs2,False,2,0,0.0,1,2005,severe
Cartilage,gt450,False,2,0,0.0,1,2005,severe
Cartilage,nz20,False,2,1,0.5,1,2005,severe
Cartilage,nz210,True,2,1,0.5,1,2005,severe
Cartilage,p1000,True,2,2,1.0,1,2005,severe
Dermis,cs2,True,75,69,0.92,1,2005,severe
Dermis,gt450,True,75,73,0.9733333333333334,1,2005,severe
Dermis,nz20,False,75,3,0.04,1,2005,severe
Dermis,nz210,False,75,4,0.05333333333333334,1,2005,severe
Dermis,p1000,False,75,4,0.05333333333333334,1,2005,severe
Epidermis,cs2,False,168,4,0.023809523809523808,1,2005,severe
Epidermis,gt450,False,168,9,0.05357142857142857,1,2005,severe
Epidermis,nz20,True,168,160,0.9523809523809523,1,2005,severe
Epidermis,nz210,False,168,12,0.07142857142857142,1,2005,severe
Epidermis,p1000,True,168,159,0.9464285714285714,1,2005,severe
Inflamm/Necrosis,cs2,True,59,56,0.9491525423728814,1,2005,severe
Inflamm/Necrosis,gt450,True,59,56,0.9491525423728814,1,2005,severe
Inflamm/Necrosis,nz20,False,59,3,0.05084745762711865,1,2005,severe
Inflamm/Necrosis,nz210,False,59,2,0.03389830508474576,1,2005,severe
Inflamm/Necrosis,p1000,False,59,3,0.05084745762711865,1,2005,severe
SCC,cs2,False,206,15,0.07281553398058252,1,2005,severe
SCC,gt450,False,206,9,0.043689320388349516,1,2005,severe
SCC,nz20,True,206,195,0.9466019417475728,1,2005,severe
SCC,nz210,True,206,196,0.9514563106796117,1,2005,severe
SCC,p1000,False,206,6,0.02912621359223301,1,2005,severe
Subcutis,cs2,True,72,68,0.9444444444444444,1,2005,severe
Subcutis,gt450,False,72,3,0.041666666666666664,1,2005,severe
Subcutis,nz20,True,72,68,0.9444444444444444,1,2005,severe
Subcutis,nz210,False,72,1,0.013888888888888888,1,2005,severe
Subcutis,p1000,False,72,6,0.08333333333333333,1,2005,severe
Bone,cs2,True,30,18,0.6,2,2001,mild
Bone,gt450,False,30,10,0.3333333333333333,2,2001,mild
Bone,nz20,True,30,18,0.6,2,2001,mild
Bone,nz210,False,30,14,0.4666666666666667,2,2001,mild
Bone,p1000,False,30,12,0.4,2,2001,mild
Cartilage,cs2,False,2,0,0.0,2,2001,mild
Cartilage,gt450,False,2,1,0.5,2,2001,mild
Cartilage,nz20,False,2,1,0.5,2,2001,mild
Cartilage,nz210,True,2,1,0.5,2,2001,mild
Cartilage,p1000,True,2,1,0.5,2,2001,mild
Dermis,cs2,True,82,49,0.5975609756097561,2,2001,mild
Dermis,gt450,False,82,37,0.45121951219512196,2,2001,mild
Dermis,nz20,True,82,49,0.5975609756097561,2,2001,mild
Dermis,nz210,False,82,23,0.2804878048780488,2,2001,mild
Dermis,p1000,False,82,38,0.4634146341463415,2,2001,mild
Epidermis,cs2,False,197,73,0.37055837563451777,2,2001,mild
Epidermis,gt450,False,197,76,0.38578680203045684,2,2001,mild
Epidermis,nz20,False,197,87,0.4416243654822335,2,2001,mild
Epidermis,nz210,True,197,113,0.5736040609137056,2,2001,mild
Epidermis,p1000,True,197,123,0.6243654822335025,2,2001,mild
Inflamm/Necrosis,cs2,True,60,38,0.6333333333333333,2,2001,mild
Inflamm/Necrosis,gt450,False,60,29,0.48333333333333334,2,2001,mild
Inflamm/Necrosis,nz20,True,60,34,0.5666666666666667,2,2001,mild
Inflamm/Necrosis,nz210,False,60,22,0.36666666666666664,2,2001,mild
Inflamm/Necrosis,p1000,False,60,21,0.35,2,2001,mild
SCC,cs2,False,202,67,0.3316831683168317,2,2001,mild
SCC,gt450,True,202,127,0.6287128712871287,2,2001,mild
SCC,nz20,False,202,89,0.4405940594059406,2,2001,mild
SCC,nz210,True,202,115,0.5693069306930693,2,2001,mild
SCC,p1000,False,202,86,0.42574257425742573,2,2001,mild
Subcutis,cs2,False,87,34,0.39080459770114945,2,2001,mild
Subcutis,gt450,False,87,40,0.45977011494252873,2,2001,mild
Subcutis,nz20,True,87,54,0.6206896551724138,2,2001,mild
Subcutis,nz210,True,87,50,0.5747126436781609,2,2001,mild
Subcutis,p1000,False,87,30,0.3448275862068966,2,2001,mild
Bone,cs2,True,30,25,0.8333333333333334,2,2001,moderate
Bone,gt450,False,30,7,0.23333333333333334,2,2001,moderate
Bone,nz20,True,30,23,0.7666666666666667,2,2001,moderate
Bone,nz210,False,30,5,0.16666666666666666,2,2001,moderate
Bone,p1000,False,30,5,0.16666666666666666,2,2001,moderate
Cartilage,cs2,False,2,0,0.0,2,2001,moderate
Cartilage,gt450,False,2,1,0.5,2,2001,moderate
Cartilage,nz20,False,2,0,0.0,2,2001,moderate
Cartilage,nz210,True,2,2,1.0,2,2001,moderate
Cartilage,p1000,True,2,1,0.5,2,2001,moderate
Dermis,cs2,True,82,62,0.7560975609756098,2,2001,moderate
Dermis,gt450,False,82,14,0.17073170731707318,2,2001,moderate
Dermis,nz20,False,82,18,0.21951219512195122,2,2001,moderate
Dermis,nz210,False,82,17,0.2073170731707317,2,2001,moderate
Dermis,p1000,True,82,69,0.8414634146341463,2,2001,moderate
Epidermis,cs2,False,197,36,0.18274111675126903,2,2001,moderate
Epidermis,gt450,True,197,158,0.8020304568527918,2,2001,moderate
Epidermis,nz20,False,197,45,0.22842639593908629,2,2001,moderate
Epidermis,nz210,False,197,37,0.18781725888324874,2,2001,moderate
Epidermis,p1000,True,197,157,0.7969543147208121,2,2001,moderate
Inflamm/Necrosis,cs2,False,60,9,0.15,2,2001,moderate
Inflamm/Necrosis,gt450,True,60,49,0.8166666666666667,2,2001,moderate
Inflamm/Necrosis,nz20,False,60,16,0.26666666666666666,2,2001,moderate
Inflamm/Necrosis,nz210,True,60,47,0.7833333333333333,2,2001,moderate
Inflamm/Necrosis,p1000,False,60,10,0.16666666666666666,2,2001,moderate
SCC,cs2,False,202,34,0.16831683168316833,2,2001,moderate
SCC,gt450,False,202,47,0.23267326732673269,2,2001,moderate
SCC,nz20,True,202,161,0.7970297029702971,2,2001,moderate
SCC,nz210,True,202,162,0.801980198019802,2,2001,moderate
SCC,p1000,False,202,40,0.19801980198019803,2,2001,moderate
Subcutis,cs2,True,87,70,0.8045977011494253,2,2001,moderate
Subcutis,gt450,False,87,18,0.20689655172413793,2,2001,moderate
Subcutis,nz20,False,87,12,0.13793103448275862,2,2001,moderate
Subcutis,nz210,True,87,69,0.7931034482758621,2,2001,moderate
Subcutis,p1000,False,87,22,0.25287356321839083,2,2001,moderate
Bone,cs2,True,30,27,0.9,2,2001,severe
Bone,gt450,False,30,4,0.13333333333333333,2,2001,severe
Bone,nz20,True,30,30,1.0,2,2001,severe
Bone,nz210,False,30,0,0.0,2,2001,severe
Bone,p1000,False,30,0,0.0,2,2001,severe
Cartilage,cs2,False,2,0,0.0,2,2001,severe
Cartilage,gt450,True,2,1,0.5,2,2001,severe
Cartilage,nz20,False,2,0,0.0,2,2001,severe
Cartilage,nz210,False,2,1,0.5,2,2001,severe
Cartilage,p1000,True,2,2,1.0,2,2001,severe
Dermis,cs2,False,82,2,0.024390243902439025,2,2001,severe
Dermis,gt450,False,82,5,0.06097560975609756,2,2001,severe
Dermis,nz20,False,82,5,0.06097560975609756,2,2001,severe
Dermis,nz210,True,82,78,0.9512195121951219,2,2001,severe
Dermis,p1000,True,82,77,0.9390243902439024,2,2001,severe
Epidermis,cs2,True,197,184,0.934010152284264,2,2001,severe
Epidermis,gt450,False,197,10,0.050761421319796954,2,2001,severe
Epidermis,nz20,True,197,190,0.9644670050761421,2,2001,severe
Epidermis,nz210,False,197,6,0.030456852791878174,2,2001,severe
Epidermis,p1000,False,197,13,0.06598984771573604,2,2001,severe
Inflamm/Necrosis,cs2,False,60,2,0.03333333333333333,2,2001,severe
Inflamm/Necrosis,gt450,False,60,4,0.06666666666666667,2,2001,severe
Inflamm/Necrosis,nz20,True,60,57,0.95,2,2001,severe
Inflamm/Necrosis,nz210,False,60,3,0.05,2,2001,severe
Inflamm/Necrosis,p1000,True,60,57,0.95,2,2001,severe
SCC,cs2,True,202,191,0.9455445544554455,2,2001,severe
SCC,gt450,True,202,192,0.9504950495049505,2,2001,severe
SCC,nz20,False,202,12,0.0594059405940594,2,2001,severe
SCC,nz210,False,202,7,0.034653465346534656,2,2001,severe
SCC,p1000,False,202,11,0.054455445544554455,2,2001,severe
Subcutis,cs2,True,87,81,0.9310344827586207,2,2001,severe
Subcutis,gt450,False,87,3,0.034482758620689655,2,2001,severe
Subcutis,nz20,False,87,6,0.06896551724137931,2,2001,severe
Subcutis,nz210,False,87,4,0.04597701149425287,2,2001,severe
Subcutis,p1000,True,87,84,0.9655172413793104,2,2001,severe
Bone,cs2,False,30,13,0.43333333333333335,2,2002,mild
Bone,gt450,False,30,11,0.36666666666666664,2,2002,mild
Bone,nz20,False,30,12,0.4,2,2002,mild
Bone,nz210,True,30,18,0.6,2,2002,mild
Bone,p1000,True,30,18,0.6,2,2002,mild
Cartilage,cs2,False,2,1,0.5,2,2002,mild
Cartilage,gt450,False,2,0,0.0,2,2002,mild
Cartilage,nz20,True,2,2,1.0,2,2002,mild
Cartilage,nz210,False,2,1,0.5,2,2002,mild
Cartilage,p1000,True,2,0,0.0,2,2002,mild
Dermis,cs2,False,82,29,0.35365853658536583,2,2002,mild
Dermis,gt450,True,82,49,0.5975609756097561,2,2002,mild
Dermis,nz20,False,82,35,0.4268292682926829,2,2002,mild
Dermis,nz210,False,82,34,0.4146341463414634,2,2002,mild
Dermis,p1000,True,82,49,0.5975609756097561,2,2002,mild
Epidermis,cs2,False,197,82,0.41624365482233505,2,2002,mild
Epidermis,gt450,False,197,78,0.39593908629441626,2,2002,mild
Epidermis,nz20,True,197,121,0.6142131979695431,2,2002,mild
Epidermis,nz210,True,197,115,0.583756345177665,2,2002,mild
Epidermis,p1000,False,197,76,0.38578680203045684,2,2002,mild
Inflamm/Necrosis,cs2,False,60,21,0.35,2,2002,mild
Inflamm/Necrosis,gt450,True,60,34,0.5666666666666667,2,2002,mild
Inflamm/Necrosis,nz20,False,60,25,0.4166666666666667,2,2002,mild
Inflamm/Necrosis,nz210,True,60,38,0.6333333333333333,2,2002,mild
Inflamm/Necrosis,p1000,False,60,26,0.43333333333333335,2,2002,mild
SCC,cs2,True,202,116,0.5742574257425742,2,2002,mild
SCC,gt450,False,202,79,0.3910891089108911,2,2002,mild
SCC,nz20,True,202,126,0.6237623762376238,2,2002,mild
SCC,nz210,False,202,79,0.3910891089108911,2,2002,mild
SCC,p1000,False,202,84,0.4158415841584158,2,2002,mild
Subcutis,cs2,True,87,49,0.5632183908045977,2,2002,mild
Subcutis,gt450,False,87,31,0.3563218390804598,2,2002,mild
Subcutis,nz20,True,87,55,0.632183908045977,2,2002,mild
Subcutis,nz210,False,87,38,0.4367816091954023,2,2002,mild
Subcutis,p1000,False,87,35,0.40229885057471265,2,2002,mild
Bone,cs2,False,30,6,0.2,2,2002,moderate
Bone,gt450,False,30,5,0.16666666666666666,2,2002,moderate
Bone,nz20,False,30,6,0.2,2,2002,moderate
Bone,nz210,True,30,24,0.8,2,2002,moderate
Bone,p1000,True,30,24,0.8,2,2002,moderate
Cartilage,cs2,False,2,0,0.0,2,2002,moderate
Cartilage,gt450,True,2,2,1.0,2,2002,moderate
Cartilage,nz20,True,2,1,0.5,2,2002,moderate
Cartilage,nz210,False,2,0,0.0,2,2002,moderate
Cartilage,p1000,False,2,1,0.5,2,2002,moderate
Dermis,cs2,False,82,14,0.17073170731707318,2,2002,moderate
Dermis,gt450,False,82,20,0.24390243902439024,2,2002,moderate
Dermis,nz20,True,82,67,0.8170731707317073,2,2002,moderate
Dermis,nz210,True,82,64,0.7804878048780488,2,2002,moderate
Dermis,p1000,False,82,15,0.18292682926829268,2,2002,moderate
Epidermis,cs2,False,197,36,0.18274111675126903,2,2002,moderate
Epidermis,gt450,True,197,158,0.8020304568527918,2,2002,moderate
Epidermis,nz20,False,197,41,0.20812182741116753,2,2002,moderate
Epidermis,nz210,True,197,157,0.7969543147208121,2,2002,moderate
Epidermis,p1000,False,197,41,0.20812182741116753,2,2002,moderate
Inflamm/Necrosis,cs2,True,60,45,0.75,2,2002,moderate
Inflamm/Necrosis,gt450,False,60,13,0.21666666666666667,2,2002,moderate
Inflamm/Necrosis,nz20,True,60,51,0.85,2,2002,moderate
Inflamm/Necrosis,nz210,False,60,9,0.15,2,2002,moderate
Inflamm/Necrosis,p1000,False,60,13,0.21666666666666667,2,2002,moderate
SCC,cs2,False,202,45,0.22277227722772278,2,2002,moderate
SCC,gt450,True,202,158,0.7821782178217822,2,2002,moderate
SCC,nz20,True,202,165,0.8168316831683168,2,2002,moderate
SCC,nz210,False,202,36,0.1782178217821782,2,2002,moderate
SCC,p1000,False,202,40,0.19801980198019803,2,2002,moderate
Subcutis,cs2,False,87,16,0.1839080459770115,2,2002,moderate
Subcutis,gt450,False,87,20,0.22988505747126436,2,2002,moderate
Subcutis,nz20,True,87,71,0.8160919540229885,2,2002,moderate
Subcutis,nz210,False,87,16,0.1839080459770115,2,2002,moderate
Subcutis,p1000,True,87,68,0.7816091954022989,2,2002,moderate
Bone,cs2,False,30,1,0.03333333333333333,2,2002,severe
Bone,gt450,False,30,1,0.03333333333333333,2,2002,severe
Bone,nz20,False,30,2,0.06666666666666667,2,2002,severe
Bone,nz210,True,30,28,0.9333333333333333,2,2002,severe
Bone,p1000,True,30,29,0.9666666666666667,2,2002,severe
Cartilage,cs2,False,2,0,0.0,2,2002,severe
Cartilage,gt450,False,2,1,0.5,2,2002,severe
Cartilage,nz20,True,2,2,1.0,2,2002,severe
Cartilage,nz210,True,2,1,0.5,2,2002,severe
Cartilage,p1000,False,2,0,0.0,2,2002,severe
Dermis,cs2,False,82,4,0.04878048780487805,2,2002,severe
Dermis,gt450,True,82,77,0.9390243902439024,2,2002,severe
Dermis,nz20,True,82,78,0.9512195121951219,2,2002,severe
Dermis,nz210,False,82,5,0.06097560975609756,2,2002,severe
Dermis,p1000,False,82,3,0.036585365853658534,2,2002,severe
Epidermis,cs2,False,197,8,0.04060913705583756,2,2002,severe
Epidermis,gt450,True,197,188,0.9543147208121827,2,2002,severe
Epidermis,nz20,True,197,186,0.9441624365482234,2,2002,severe
Epidermis,nz210,False,197,11,0.05583756345177665,2,2002,severe
Epidermis,p1000,False,197,10,0.050761421319796954,2,2002,severe
Inflamm/Necrosis,cs2,False,60,2,0.03333333333333333,2,2002,severe
Inflamm/Necrosis,gt450,True,60,56,0.9333333333333333,2,2002,severe
Inflamm/Necrosis,nz20,True,60,58,0.9666666666666667,2,2002,severe
Inflamm/Necrosis,nz210,False,60,4,0.06666666666666667,2,2002,severe
Inflamm/Necrosis,p1000,False,60,3,0.05,2,2002,severe
SCC,cs2,True,202,193,0.9554455445544554,2,2002,severe
SCC,gt450,False,202,9,0.04455445544554455,2,2002,severe
SCC,nz20,False,202,12,0.0594059405940594,2,2002,severe
SCC,nz210,False,202,9,0.04455445544554455,2,2002,severe
SCC,p1000,True,202,190,0.9405940594059405,2,2002,severe
Subcutis,cs2,False,87,4,0.04597701149425287,2,2002,severe
Subcutis,gt450,True,87,80,0.9195402298850575,2,2002,severe
Subcutis,nz20,True,87,85,0.9770114942528736,2,2002,severe
Subcutis,nz210,False,87,4,0.04597701149425287,2,2002,severe
Subcutis,p1000,False,87,5,0.05747126436781609,2,2002,severe
Bone,cs2,False,30,13,0.43333333333333335,2,2003,mild
Bone,gt450,True,30,15,0.5,2,2003,mild
Bone,nz20,False,30,14,0.4666666666666667,2,2003,mild
Bone,nz210,True,30,21,0.7,2,2003,mild
Bone,p1000,False,30,9,0.3,2,2003,mild
Cartilage,cs2,False,2,1,0.5,2,2003,mild
Cartilage,gt450,False,2,0,0.0,2,2003,mild
Cartilage,nz20,False,2,1,0.5,2,2003,mild
Cartilage,nz210,True,2,1,0.5,2,2003,mild
Cartilage,p1000,True,2,1,0.5,2,2003,mild
Dermis,cs2,False,82,36,0.43902439024390244,2,2003,mild
Dermis,gt450,False,82,33,0.4024390243902439,2,2003,mild
Dermis,nz20,False,82,29,0.35365853658536583,2,2003,mild
Dermis,nz210,True,82,45,0.5487804878048781,2,2003,mild
Dermis,p1000,True,82,53,0.6463414634146342,2,2003,mild
Epidermis,cs2,False,197,90,0.45685279187817257,2,2003,mild
Epidermis,gt450,False,197,67,0.3401015228426396,2,2003,mild
Epidermis,nz20,True,197,114,0.5786802030456852,2,2003,mild
Epidermis,nz210,False,197,79,0.4010152284263959,2,2003,mild
Epidermis,p1000,True,197,122,0.6192893401015228,2,2003,mild
Inflamm/Necrosis,cs2,False,60,22,0.36666666666666664,2,2003,mild
Inflamm/Necrosis,gt450,False,60,22,0.36666666666666664,2,2003,mild
Inflamm/Necrosis,nz20,False,60,28,0.4666666666666667,2,2003,mild
Inflamm/Necrosis,nz210,True,60,33,0.55,2,2003,mild
Inflamm/Necrosis,p1000,True,60,39,0.65,2,2003,mild
SCC,cs2,False,202,81,0.400990099009901,2,2003,mild
SCC,gt450,False,202,88,0.43564356435643564,2,2003,mild
SCC,nz20,True,202,122,0.6039603960396039,2,2003,mild
SCC,nz210,True,202,120,0.594059405940594,2,2003,mild
SCC,p1000,False,202,73,0.3613861386138614,2,2003,mild
Subcutis,cs2,True,87,52,0.5977011494252874,2,2003,mild
Subcutis,gt450,False,87,31,0.3563218390804598,2,2003,mild
Subcutis,nz20,False,87,38,0.4367816091954023,2,2003,mild
Subcutis,nz210,True,87,52,0.5977011494252874,2,2003,mild
Subcutis,p1000,False,87,35,0.40229885057471265,2,2003,mild
Bone,cs2,False,30,4,0.13333333333333333,2,2003,moderate
Bone,gt450,True,30,23,0.7666666666666667,2,2003,moderate
Bone,nz20,False,30,8,0.26666666666666666,2,2003,moderate
Bone,nz210,True,30,25,0.8333333333333334,2,2003,moderate
Bone,p1000,False,30,5,0.16666666666666666,2,2003,moderate
Cartilage,cs2,False,2,0,0.0,2,2003,moderate
